,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
1346,"Yeah, thanks Jacqueline I appreciate that.",0,0,0,0,0.02751974,0.013476497,0.020877294,0.012800613,0.02321225,0.011633053,0.004127978,0.001862734,0.83889699,0.001755932,0.000513736,0.007561287,0.000560838,0.002130534,0.001027187,0.002137373,0.002369442,0.008498798,0.002652605,0.000728649,0.003492935,0.00119227,0.000252995,0.000845447,0.000970153,0.000430699,0.000307379,0.000260699,0.000284464,0.000579215,3.32E-05,0.000496795,0.000718172,0.000186381,0.000226347,0.000103277,9.71E-05,0.000182884,7.25E-05,5.52E-05,0.004868433
1347,well thank you for.,0,0,0,0,0.000647824,0.000123669,0.000217359,0.000719914,0.000338821,0.001533153,0.001774092,6.30E-05,0.333976001,0.000882571,0.002283794,0.001370473,0.000152975,0.000978956,0.000393112,0.003589778,0.000466515,0.01001046,0.000256079,0.00130685,0.000210269,0.00023902,0.000198318,0.0004443,0.001856479,0.001620976,0.00039059,0.000728794,0.000530762,0.009569887,0.003699991,0.006661221,0.005800791,0.001736636,0.002758471,0.000323121,0.000919502,0.000829887,0.000637787,0.002085146,0.597672701
1348,"You've been, you have been making progress so you're doing a Okay, we'll get it figured out.",0,0,1,0,0.365041465,0.000374086,0.463505566,0.002473623,0.002892281,0.002597235,0.131052822,0.000243522,0.001483471,0.000475648,5.07E-05,7.31E-05,0.000294181,0.004110071,0.000181437,0.002008986,0.015198312,0.00103902,0.000589942,0.000856344,0.002947204,0.000646868,8.90E-05,0.000588648,0.000127975,0.000175058,0.000153913,5.88E-05,0.000131935,2.58E-05,6.45E-05,0.000196841,4.88E-05,5.98E-05,6.02E-05,2.85E-05,1.46E-05,8.02E-06,1.46E-05,5.43E-06,1.16E-05
1349,"So, all right well you take care yep talk with you next month happy.",0,0,0,0,0.399140656,0.011400453,0.283369631,0.001154014,0.077002183,0.017954573,0.009616335,0.001189318,0.142320335,4.69E-05,4.45E-05,0.00123855,0.000183811,0.011281703,0.000186742,0.004847422,0.01529839,0.00289398,0.003662098,0.005013975,0.010058441,0.001296675,3.59E-05,0.000127676,0.000115871,3.65E-05,5.67E-05,1.53E-05,9.57E-05,1.20E-05,2.51E-06,5.20E-05,8.81E-05,8.00E-05,2.71E-05,3.47E-06,1.79E-06,8.32E-06,1.07E-05,1.18E-06,2.87E-05
1350,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1351,Happy Thanksgiving.,0,0,0,0,0.079009667,0.001677046,0.003348559,0.002480263,0.003661351,0.002087753,0.002770484,0.000236698,0.834735096,0.001471437,0.001072511,0.002299912,0.000564566,0.005616912,0.001715512,0.001117373,0.002064901,0.007213572,0.00371354,0.000745511,0.005805058,0.000342245,0.000103095,0.001473591,0.000836074,0.001055653,0.000662957,0.002097314,0.000926281,0.000763981,0.001356281,0.001495338,0.002482529,0.001163974,0.00030533,0.000556882,0.000651137,0.002210355,0.000517016,0.001535218,0.016057048
1352,You're welcome.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1353,All right.,0,0,0,0,0.022663448,0.064042583,0.002865804,0.025090035,0.017267304,0.009020146,0.005357554,0.001475232,0.2753326,0.001075552,0.001745428,0.1007929,0.001165467,0.014307817,0.002247956,0.004487743,0.007942559,0.32668218,0.002722364,0.002548073,0.015217005,0.019384336,0.000280026,0.00164502,0.00440636,0.001846018,0.001577447,0.006034856,0.001965589,0.001350457,0.002154308,0.005157412,0.010644683,0.005070544,0.001212723,0.001026158,0.014656106,0.002783466,0.000947029,0.001053804,0.01275402
1354,Take care.,0,0,0,0,0.007837407,0.003571203,0.001183751,0.003452095,0.002397788,0.001265941,0.001309101,0.00047676,0.852082014,0.001203259,0.00150072,0.005021002,0.000629587,0.002492979,0.0011792,0.00119667,0.001461301,0.015291519,0.001151936,0.002142389,0.019746438,0.001333102,0.000132337,0.001861559,0.001151673,0.001073014,0.000678674,0.002001281,0.001004753,0.001680257,0.00134326,0.002336859,0.007665625,0.002689194,0.001037185,0.000624645,0.001895294,0.00159697,0.00076365,0.003195911,0.039341778
1355,Bye.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1356,"
",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1357,I'm sorry about calling a few minutes late Sunday's are my busy day so just back to back.,0,0,0,0,0.827326596,0.003079619,0.039124124,0.008028762,0.012079273,0.021507761,0.034374956,0.001872022,0.012541313,0.002169859,0.00025628,0.001010118,0.000704607,0.001911034,0.001453104,0.000852111,0.002647191,0.009988965,0.002309521,0.004273026,0.00066801,0.000835025,0.000822885,0.001723911,0.000508018,0.000958554,0.000110277,0.003363519,0.000456007,0.000447131,6.64E-05,0.000847927,0.000254967,0.000147304,5.35E-05,1.00E-04,1.43E-05,3.05E-05,4.97E-05,0.001009834,2.20E-05
1358,"Hopefully you're just calling you for our follow
up visit
so her How are you doing.",0,0,0,0,0.775899827,0.000280317,0.046868421,0.001602703,0.000606207,0.001362715,0.014585314,0.0003359,0.007759737,0.001810448,4.19E-05,0.000718065,0.000130255,0.128635675,5.15E-05,0.001717494,0.011011091,0.000820379,0.000173989,0.002405487,0.000697419,0.00048402,0.001092233,0.000252372,8.17E-05,0.000113805,5.72E-05,1.66E-05,3.67E-05,0.000103497,5.88E-06,3.07E-05,6.74E-05,2.12E-05,1.39E-05,3.42E-06,4.47E-06,1.76E-06,8.69E-05,2.15E-06,9.25E-06
1359,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1360,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1361,"
That's exciting.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1362,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1363,So are you.,0,0,0,0,0.307882249,0.004880954,0.22326307,0.053332016,0.015671756,0.005425985,0.115270108,0.0010605,0.005555511,0.032027524,0.001857626,0.000958882,0.011017022,0.053515837,0.006920048,0.013122697,0.059393354,0.006039195,0.005106943,0.008541849,0.015821213,0.008602312,0.003902205,0.013335179,0.002286338,0.003028242,0.00280622,0.001622063,0.000747082,0.000951088,0.002448845,0.002273838,0.000737726,0.000799021,0.001679116,0.002413166,0.001146281,0.001010327,0.003042854,0.000157785,0.00034593
1364,"So, Jody Are you currently working.",0,0,0,0,0.017214229,0.000604344,0.005951666,0.002293747,0.000682281,0.000326693,0.960096598,0.000478725,0.001587942,0.00023408,3.94E-05,0.000315131,6.13E-05,0.002236804,0.002670875,0.001013122,0.000685238,0.0007291,0.000188124,0.000404611,0.000365566,0.000148546,0.000115492,0.000677623,0.000292904,7.61E-05,0.000129884,4.26E-05,7.13E-05,9.77E-06,8.53E-06,7.45E-05,1.83E-05,6.26E-05,1.14E-05,1.07E-05,7.18E-06,4.62E-05,9.24E-06,4.11E-06,3.40E-06
1365,Are you working got it.,0,0,0,0,0.004407946,0.000303523,0.001389671,0.001303186,0.000387361,0.00033976,0.943629324,0.00033583,0.00123376,0.00081469,0.000118653,0.000356133,5.41E-05,0.0073812,0.006575529,0.009338495,0.004800819,0.001378294,0.000299794,0.001178816,0.002995103,0.001312895,0.000194142,0.004459799,0.000140447,0.000414223,0.000224437,0.000291165,0.000243712,0.00015478,0.001853631,0.000315389,0.000304293,0.000353795,0.000101324,8.67E-05,0.000173073,0.000386456,9.21E-05,5.19E-05,0.000223648
1366,"Alright, got it just waiting for a race.",0,0,0,0,0.464890271,0.001850098,0.400452733,0.005306204,0.006487899,0.005658016,0.007577694,0.000623486,0.00397039,0.001109568,0.000172476,0.000554885,0.00188362,0.025769521,0.000154473,0.006479267,0.036813449,0.00166373,0.003967297,0.00629574,0.009088837,0.002503439,0.000326636,0.001288453,0.000737838,0.000473209,0.000956699,0.000105702,0.00030511,0.000118991,0.000130179,0.000930513,0.0001855,0.00041945,0.000257582,0.000101334,8.41E-05,3.79E-05,0.000210996,2.03E-05,3.64E-05
1367,"
Got it.",0,0,0,0,0.016173646,0.019168416,0.011590431,0.007153534,0.006771219,0.002303599,0.00175004,0.004774501,0.01293501,0.001808491,0.000979266,0.005737706,0.004462706,0.009199937,0.002766253,0.004026981,0.004332684,0.043703619,0.004119434,0.240493596,0.408085287,0.015943695,0.001486718,0.009938033,0.035022512,0.001744919,0.002841238,0.004026059,0.003188607,0.000808602,0.002607036,0.005280965,0.034286544,0.040486876,0.010355292,0.005497072,0.005161495,0.000637379,0.003271915,0.002718028,0.002360657
1368,"
Got it, okay.",0,0,0,0,0.016173646,0.019168416,0.011590431,0.007153534,0.006771219,0.002303599,0.00175004,0.004774501,0.01293501,0.001808491,0.000979266,0.005737706,0.004462706,0.009199937,0.002766253,0.004026981,0.004332684,0.043703619,0.004119434,0.240493596,0.408085287,0.015943695,0.001486718,0.009938033,0.035022512,0.001744919,0.002841238,0.004026059,0.003188607,0.000808602,0.002607036,0.005280965,0.034286544,0.040486876,0.010355292,0.005497072,0.005161495,0.000637379,0.003271915,0.002718028,0.002360657
1369,"
Yeah, yeah.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1370,"
Yeah, so tell me what, what are you thinking now.",0,0,0,0,0.521114707,0.005773271,0.177926317,0.00929996,0.016786512,0.011578981,0.009356851,0.004412182,0.009804514,0.005524983,0.00069494,0.004497124,0.002832427,0.00412225,0.000459034,0.025427466,0.003442896,0.021580573,0.002490889,0.134086013,0.002618695,0.00129366,0.003729253,0.00543831,0.009640485,0.000585391,0.000234027,0.000385113,0.000309726,0.000144549,6.61E-06,0.000624305,0.000349484,0.00259404,7.48E-05,0.000341616,6.92E-05,1.55E-05,0.000297964,2.29E-05,1.24E-05
1371,"Yeah, well, God what dose Are you at currently it just depends on the dose I have here 100 milligrams a day.",0,0,0,0,0.280345261,0.003767999,0.231015116,0.00776099,0.011302323,0.042126343,0.206208065,0.003861311,0.024281379,0.030521788,0.001469775,0.003401378,0.007261046,0.014614894,0.005746023,0.059888266,0.008023992,0.004700454,0.001886073,0.006805164,0.002718531,0.002651323,0.006075921,0.013141752,0.008368339,0.002149892,0.000738357,0.000306303,0.002954421,0.001265005,0.000202097,0.001133511,0.000416385,0.000786019,0.000269722,0.000964475,0.00021164,0.000121689,0.000307128,9.12E-05,0.000138563
1372,"Yeah, so right take 250, but we can, so yeah I'm happy to send over the I think it comes 100 milligram tablets.",0,0,0,0,0.644607425,0.007525767,0.276447922,0.008953678,0.039467808,0.002954136,0.001522885,0.001813279,0.003664815,5.56E-05,3.42E-05,0.000136991,0.000525025,0.003554246,3.06E-05,0.00045925,0.003533703,0.000701035,0.001144306,0.000393427,0.001101796,0.000543924,1.63E-05,0.000193559,0.000153857,0.000122527,0.000150591,1.33E-05,4.99E-05,3.23E-06,1.61E-06,6.02E-05,1.23E-05,1.75E-05,1.54E-05,3.29E-06,2.45E-06,3.52E-06,6.93E-06,6.32E-07,1.15E-06
1373,You know what I suggest.,0,0,0,0,0.445456803,0.008937512,0.158808723,0.05824386,0.012700669,0.015710328,0.011623605,0.00024549,0.006949912,0.007954495,0.000843056,0.00067993,0.012939911,0.010835785,0.005642742,0.021390991,0.003984594,0.020357048,0.004693556,0.008500637,0.002559889,0.001158584,0.00160556,0.161742985,0.002868204,0.003035223,0.00039496,0.001396964,0.001241689,8.23E-05,0.000220214,0.001733434,0.000581823,0.000534017,0.000428892,0.001426827,0.000582972,0.000621656,0.000868835,0.000256204,0.000158975
1374,"Why don't we, why don't we just keep the 50 milligram tablets for now until we kind of settle in on your final dose.",0,0,0,0,0.273262531,0.000585083,0.32657823,0.005831335,0.001542556,0.003868472,0.013434912,0.000316324,0.002218863,0.062501676,0.000770342,0.000249928,0.001154549,0.000531793,0.000456045,0.007326813,0.002265685,0.001861219,0.000540351,0.014836656,0.017417919,0.000492546,0.002758004,0.253221124,0.001149394,0.000577544,4.02E-05,0.000373494,0.00013153,7.05E-05,0.000493086,0.000194406,0.000385041,0.001000278,4.98E-05,0.001047248,7.19E-05,1.54E-05,0.000326727,3.97E-05,1.08E-05
1375,"So let me just ask you to, you know, figure that out for the end of the visit.",0,0,0,0,0.421192676,0.000283198,0.229030102,0.002707466,0.000423313,0.001358273,0.017653424,0.000409126,0.005524452,0.001656258,0.00010979,0.001867749,0.004484062,0.019513944,0.000128764,0.016491253,0.008084721,0.008967653,0.000904966,0.20617336,0.003911719,0.000338416,0.000806118,0.001220266,0.02702651,0.000246208,0.000433279,2.60E-05,0.000535754,9.13E-05,2.67E-05,0.001042009,0.000586525,0.015487117,9.81E-05,0.000482215,6.00E-05,2.04E-05,0.00045929,4.62E-05,9.11E-05
1376,"Just so you get a sense of how you doing, where you are with your your symptoms if you need to make medication adjustments.",0,0,0,0,0.808265269,4.39E-05,0.115824252,0.00011322,0.000153794,0.000764075,0.002508216,5.88E-05,0.000672755,0.001232229,9.92E-06,0.00010738,0.000161393,0.022742627,1.66E-05,0.003481549,0.031793401,0.000486114,0.000235649,0.006706904,0.00162898,0.00017672,0.001674183,0.000933199,3.90E-05,2.68E-05,4.13E-06,4.82E-06,6.07E-06,5.29E-06,1.47E-06,9.75E-06,2.54E-05,3.96E-05,3.39E-06,3.84E-06,2.02E-06,2.27E-07,3.52E-05,3.74E-07,1.44E-06
1377,"Yeah, so, I know I do see that you saw Dr Tam recently.",0,0,0,0,0.863976896,0.002486771,0.090481058,0.003902107,0.004558851,0.010264686,0.003561917,0.001346022,0.000945395,0.000133717,3.74E-05,0.000969071,0.004458825,0.006404636,4.10E-05,0.001916099,0.000250262,0.000725356,0.000454079,0.000398149,0.00014887,0.000211841,0.000110726,0.000195716,0.001009876,9.85E-05,0.00032717,1.39E-05,0.000305652,2.12E-05,3.45E-07,6.66E-05,9.15E-06,5.75E-05,5.39E-06,1.61E-05,6.91E-06,1.32E-06,7.93E-05,1.00E-06,7.18E-07
1378,"And it sort of feels like you know how much progress to feel like you've made with your depression, at first.",0,0,0,1,0.534758747,2.01E-05,0.444371253,0.001047658,0.000116578,0.000225869,0.007340821,2.31E-05,0.000238649,0.000824118,3.95E-05,2.57E-05,0.000845498,0.004943083,6.45E-05,0.000382113,0.001395546,8.73E-05,0.00024183,0.000194073,0.000205805,6.93E-05,0.000314892,0.000894221,9.03E-05,0.000282139,0.000160274,6.73E-05,0.000119376,6.06E-06,7.21E-05,0.000131663,8.87E-05,7.94E-05,6.58E-05,2.01E-05,4.34E-05,7.45E-06,8.58E-05,3.45E-06,6.46E-06
1379,"Yeah, no, it's good it's good to have someone to commiserate with isn't it.",0,0,1,1,0.150724649,0.003451115,0.71125257,0.001968574,0.017892176,0.039092466,0.006261682,0.001285187,0.039092455,0.000395304,0.000111018,0.000650686,0.000741015,0.001828436,0.00051896,0.006588494,0.003330907,0.002388262,0.001228691,0.003444362,0.001816728,0.000798994,0.000148405,0.00078524,0.002251942,0.000391992,5.35E-05,4.67E-05,0.000194026,0.000100215,1.00E-05,0.000510505,0.000179563,0.000184479,0.000157179,2.13E-05,4.56E-05,7.85E-06,1.15E-05,4.99E-06,3.22E-05
1380,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1381,Someone who gets it or understand.,0,0,0,0,0.226540074,0.000663685,0.127464458,0.040193737,0.001320894,0.000399906,0.013123121,0.000198304,0.000609852,0.010164898,0.000691653,0.000220816,0.004807565,0.010185446,0.001018172,0.004421097,0.028577011,0.003759834,0.007281369,0.005365185,0.404306501,0.005667843,0.001454758,0.065514609,0.000563737,0.001623055,0.001177735,0.001564708,0.000676449,0.000109996,0.0138312,0.000384406,0.003947131,0.000935109,0.00102806,0.003652266,0.000910094,0.000526327,0.004528758,0.00032928,0.000260906
1382,"Yeah, yeah, yeah.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
